date,day_of_week,month,is_weekend,is_holiday,weather_score,nearby_event,occupancy_rate,daily_revenue,review_score,negative_rate
2025-02-17,0,2,0,0,1,0,0.6632,19799,4.19,0.109
2025-02-18,1,2,0,0,4,0,0.712,21856,4.48,0.0542
2025-02-19,2,2,0,0,4,1,0.7486,26254,4.21,0.0776
2025-02-20,3,2,0,0,3,0,0.6908,21719,4.63,0.0877
2025-02-21,4,2,0,0,4,0,0.6724,19652,4.27,0.0647
2025-02-22,5,2,1,0,4,0,0.7346,26322,4.46,0.0814
2025-02-23,6,2,1,0,2,0,0.735,28990,4.34,0.0782
2025-02-24,0,2,0,0,4,0,0.6653,22500,4.32,0.0739
2025-02-25,1,2,0,0,4,0,0.6262,19111,4.24,0.077
2025-02-26,2,2,0,0,4,0,0.6046,20405,4.4,0.0642
2025-02-27,3,2,0,0,5,0,0.659,20724,4.31,0.0676
2025-02-28,4,2,0,0,3,0,0.6575,20994,4.44,0.086
2025-03-01,5,3,1,0,2,0,0.7896,28674,4.22,0.074
2025-03-02,6,3,1,0,5,0,0.8604,34286,4.51,0.0817
2025-03-03,0,3,0,0,4,0,0.7559,24383,4.4,0.064
2025-03-04,1,3,0,0,4,0,0.7267,22616,4.28,0.0335
2025-03-05,2,3,0,0,5,0,0.7606,21878,4.37,0.0363
2025-03-06,3,3,0,0,3,0,0.7605,24624,4.31,0.0526
2025-03-07,4,3,0,0,2,0,0.7166,21927,4.09,0.0579
2025-03-08,5,3,1,0,2,0,0.7637,30140,4.46,0.0854
2025-03-09,6,3,1,0,5,0,0.7956,30824,4.49,0.0784
2025-03-10,0,3,0,0,1,0,0.6559,19841,4.17,0.0953
2025-03-11,1,3,0,0,4,0,0.716,21894,4.54,0.0758
2025-03-12,2,3,0,0,1,0,0.7241,22852,4.16,0.071
2025-03-13,3,3,0,0,4,0,0.7683,25745,4.52,0.0867
2025-03-14,4,3,0,0,3,0,0.7515,23838,4.43,0.0758
2025-03-15,5,3,1,0,3,0,0.8058,32531,4.59,0.0759
2025-03-16,6,3,1,0,4,0,0.8093,32019,4.27,0.0834
2025-03-17,0,3,0,0,5,0,0.7365,23242,4.31,0.0788
2025-03-18,1,3,0,0,3,0,0.736,22432,4.51,0.0706
2025-03-19,2,3,0,0,2,0,0.6957,21306,4.4,0.1173
2025-03-20,3,3,0,0,4,0,0.6801,20205,4.27,0.0525
2025-03-21,4,3,0,0,4,0,0.7267,23015,4.49,0.0749
2025-03-22,5,3,1,0,2,1,0.8554,36852,4.21,0.1016
2025-03-23,6,3,1,0,3,0,0.8089,29926,4.38,0.0728
2025-03-24,0,3,0,0,2,0,0.7091,23076,4.36,0.1228
2025-03-25,1,3,0,0,4,0,0.7017,22560,4.39,0.0637
2025-03-26,2,3,0,0,5,0,0.7628,22962,4.51,0.0599
2025-03-27,3,3,0,0,2,0,0.7089,22797,4.17,0.1208
2025-03-28,4,3,0,0,3,0,0.7306,23327,4.39,0.0699
2025-03-29,5,3,1,0,3,1,0.8894,39712,4.57,0.0499
2025-03-30,6,3,1,0,1,0,0.7633,29731,4.25,0.0993
2025-03-31,0,3,0,0,4,0,0.7221,22726,4.5,0.0626
2025-04-01,1,4,0,0,5,0,0.8346,24760,4.62,0.0668
2025-04-02,2,4,0,0,2,1,0.8303,29532,4.44,0.078
2025-04-03,3,4,0,0,3,0,0.7701,25777,4.35,0.0817
2025-04-04,4,4,0,1,2,0,0.8808,36550,4.36,0.0965
2025-04-05,5,4,1,1,4,0,0.98,51207,4.44,0.0446
2025-04-06,6,4,1,1,4,0,0.98,45101,4.49,0.0632
2025-04-07,0,4,0,0,4,0,0.8475,27829,4.42,0.0802
2025-04-08,1,4,0,0,4,0,0.7898,24392,4.39,0.0757
2025-04-09,2,4,0,0,3,0,0.7952,22804,4.6,0.0605
2025-04-10,3,4,0,0,2,0,0.7807,24055,4.46,0.0462
2025-04-11,4,4,0,0,1,0,0.7508,25041,4.21,0.1015
2025-04-12,5,4,1,0,4,0,0.8559,31904,4.58,0.0721
2025-04-13,6,4,1,0,3,0,0.883,35045,4.38,0.021
2025-04-14,0,4,0,0,3,0,0.757,20943,4.51,0.0716
2025-04-15,1,4,0,0,4,0,0.8195,27220,4.27,0.0667
2025-04-16,2,4,0,0,3,0,0.7917,25320,4.43,0.0777
2025-04-17,3,4,0,0,4,0,0.8009,24046,4.46,0.0559
2025-04-18,4,4,0,0,3,0,0.781,23907,4.51,0.0664
2025-04-19,5,4,1,0,4,0,0.8557,32907,4.53,0.0413
2025-04-20,6,4,1,0,2,1,0.9304,38495,4.47,0.0683
2025-04-21,0,4,0,0,4,0,0.8511,26821,4.42,0.0573
2025-04-22,1,4,0,0,3,1,0.8994,31473,4.34,0.074
2025-04-23,2,4,0,0,3,0,0.7738,23676,4.41,0.0727
2025-04-24,3,4,0,0,3,0,0.8149,25959,4.41,0.0644
2025-04-25,4,4,0,0,4,0,0.8154,24962,4.32,0.0457
2025-04-26,5,4,1,0,4,0,0.8967,34257,4.63,0.0569
2025-04-27,6,4,1,0,3,1,0.9243,40875,4.52,0.0684
2025-04-28,0,4,0,0,3,1,0.9334,35192,4.56,0.0643
2025-04-29,1,4,0,0,4,0,0.8307,25602,4.43,0.0192
2025-04-30,2,4,0,0,2,0,0.8244,25741,4.2,0.0863
2025-05-01,3,5,0,1,4,0,0.98,43958,4.4,0.0613
2025-05-02,4,5,0,1,4,0,0.98,43175,4.49,0.067
2025-05-03,5,5,1,1,3,0,0.98,47246,4.39,0.0623
2025-05-04,6,5,1,1,3,0,0.98,48588,4.43,0.0652
2025-05-05,0,5,0,1,4,0,0.98,43558,4.34,0.0708
2025-05-06,1,5,0,0,4,0,0.8721,27482,4.31,0.0613
2025-05-07,2,5,0,0,4,0,0.8812,26421,4.54,0.065
2025-05-08,3,5,0,0,4,0,0.8816,28828,4.33,0.0171
2025-05-09,4,5,0,0,4,0,0.84,25181,4.77,0.0618
2025-05-10,5,5,1,0,3,0,0.8787,33513,4.43,0.0589
2025-05-11,6,5,1,0,5,0,0.9631,35111,4.55,0.0322
2025-05-12,0,5,0,0,4,0,0.9071,28237,4.3,0.0531
2025-05-13,1,5,0,0,3,0,0.8526,27294,4.62,0.0596
2025-05-14,2,5,0,0,3,0,0.8794,26554,4.49,0.0611
2025-05-15,3,5,0,0,3,0,0.8826,27229,4.44,0.0619
2025-05-16,4,5,0,0,3,0,0.8658,27274,4.46,0.0773
2025-05-17,5,5,1,0,3,0,0.9566,34989,4.56,0.071
2025-05-18,6,5,1,0,4,0,0.9518,35438,4.65,0.0521
2025-05-19,0,5,0,0,4,0,0.9099,28228,4.61,0.0716
2025-05-20,1,5,0,0,3,0,0.8574,27265,4.14,0.1039
2025-05-21,2,5,0,0,4,1,0.9681,38120,4.59,0.0755
2025-05-22,3,5,0,0,2,0,0.8533,25743,4.27,0.0656
2025-05-23,4,5,0,0,3,0,0.8678,27035,4.47,0.0575
2025-05-24,5,5,1,0,2,0,0.98,39679,4.24,0.0843
2025-05-25,6,5,1,0,3,0,0.9185,35880,4.39,0.0778
2025-05-26,0,5,0,0,2,0,0.8826,29051,4.26,0.0918
2025-05-27,1,5,0,0,3,0,0.8481,28164,4.47,0.0756
2025-05-28,2,5,0,0,2,1,0.8867,30363,4.29,0.0827
2025-05-29,3,5,0,0,3,0,0.8258,24610,4.52,0.076
2025-05-30,4,5,0,0,2,0,0.8182,25146,4.41,0.1012
2025-05-31,5,5,1,0,3,0,0.9344,34699,4.41,0.0825
2025-06-01,6,6,1,1,4,1,0.98,54553,4.62,0.0552
2025-06-02,0,6,0,1,4,0,0.98,42852,4.56,0.082
2025-06-03,1,6,0,0,2,0,0.8358,26325,4.19,0.0844
2025-06-04,2,6,0,0,3,0,0.8678,24701,4.64,0.0821
2025-06-05,3,6,0,0,4,0,0.8602,28160,4.57,0.0446
2025-06-06,4,6,0,0,3,1,0.9061,31669,4.68,0.0794
2025-06-07,5,6,1,0,3,0,0.9113,35601,4.5,0.0823
2025-06-08,6,6,1,0,4,0,0.9449,34266,4.46,0.0781
2025-06-09,0,6,0,0,5,0,0.8788,26288,4.44,0.0695
2025-06-10,1,6,0,0,5,1,0.9204,32822,4.36,0.08
2025-06-11,2,6,0,0,4,0,0.9063,28184,4.35,0.0325
2025-06-12,3,6,0,0,3,0,0.8854,27752,4.51,0.0313
2025-06-13,4,6,0,0,4,0,0.87,26983,4.52,0.0897
2025-06-14,5,6,1,0,4,0,0.9353,39352,4.23,0.0728
2025-06-15,6,6,1,0,2,0,0.9074,35635,4.29,0.083
2025-06-16,0,6,0,0,1,0,0.8389,29432,4.44,0.0737
2025-06-17,1,6,0,0,2,0,0.7809,24043,4.41,0.0696
2025-06-18,2,6,0,0,4,0,0.8288,25711,4.63,0.0779
2025-06-19,3,6,0,0,1,0,0.8112,24792,4.08,0.1182
2025-06-20,4,6,0,0,5,0,0.8652,26201,4.43,0.0414
2025-06-21,5,6,1,0,3,0,0.889,33535,4.62,0.0647
2025-06-22,6,6,1,0,4,0,0.9516,37329,4.57,0.0979
2025-06-23,0,6,0,0,1,0,0.8824,26773,4.55,0.0905
2025-06-24,1,6,0,0,3,0,0.8431,25449,4.54,0.0823
2025-06-25,2,6,0,0,5,0,0.8196,25549,4.57,0.0644
2025-06-26,3,6,0,0,4,1,0.9215,32813,4.33,0.0463
2025-06-27,4,6,0,0,4,1,0.9248,32726,4.44,0.0787
2025-06-28,5,6,1,0,3,0,0.9423,35888,4.48,0.0864
2025-06-29,6,6,1,0,5,0,0.9269,35279,4.55,0.0396
2025-06-30,0,6,0,0,4,1,0.9301,34871,4.52,0.085
2025-07-01,1,7,0,0,4,0,0.9416,28122,4.59,0.0972
2025-07-02,2,7,0,0,5,0,0.9584,29047,4.27,0.0511
2025-07-03,3,7,0,0,5,0,0.924,30792,4.46,0.0579
2025-07-04,4,7,0,0,3,0,0.9044,28295,4.59,0.0713
2025-07-05,5,7,1,0,4,1,0.98,42677,4.37,0.0615
2025-07-06,6,7,1,0,4,0,0.98,41454,4.49,0.0397
2025-07-07,0,7,0,0,5,0,0.98,29855,4.3,0.0731
2025-07-08,1,7,0,0,3,0,0.9256,28797,4.56,0.0527
2025-07-09,2,7,0,0,3,0,0.917,28593,4.49,0.0648
2025-07-10,3,7,0,0,5,0,0.9624,30570,4.3,0.0623
2025-07-11,4,7,0,0,4,0,0.9271,28161,4.41,0.071
2025-07-12,5,7,1,0,2,1,0.98,41645,4.5,0.0827
2025-07-13,6,7,1,0,5,0,0.98,37313,4.58,0.0657
2025-07-14,0,7,0,0,3,0,0.945,28858,4.38,0.062
2025-07-15,1,7,0,0,4,0,0.9371,27917,4.51,0.0314
2025-07-16,2,7,0,0,4,0,0.9604,31132,4.43,0.0593
2025-07-17,3,7,0,0,4,1,0.98,33688,4.53,0.0417
2025-07-18,4,7,0,0,2,0,0.9307,31131,4.22,0.055
2025-07-19,5,7,1,0,4,0,0.98,36960,4.47,0.0663
2025-07-20,6,7,1,0,3,0,0.98,37953,4.38,0.0868
2025-07-21,0,7,0,0,3,0,0.9459,28814,4.26,0.0557
2025-07-22,1,7,0,0,3,0,0.9057,29304,4.43,0.0561
2025-07-23,2,7,0,0,5,0,0.98,31587,4.63,0.0532
2025-07-24,3,7,0,0,4,0,0.9497,28351,4.46,0.068
2025-07-25,4,7,0,0,5,0,0.9647,29489,4.43,0.0434
2025-07-26,5,7,1,0,4,0,0.98,36233,4.85,0.0447
2025-07-27,6,7,1,0,4,0,0.98,39073,4.71,0.0684
2025-07-28,0,7,0,0,3,0,0.9397,31744,4.31,0.0805
2025-07-29,1,7,0,0,5,0,0.9534,28743,4.57,0.0717
2025-07-30,2,7,0,0,3,1,0.973,32844,4.59,0.0674
2025-07-31,3,7,0,0,2,0,0.8918,27224,4.31,0.0621
2025-08-01,4,8,0,0,3,0,0.8885,26900,4.27,0.0948
2025-08-02,5,8,1,0,3,0,0.9751,38068,4.63,0.0487
2025-08-03,6,8,1,0,2,0,0.98,36807,4.23,0.0917
2025-08-04,0,8,0,0,4,0,0.897,28769,4.41,0.0759
2025-08-05,1,8,0,0,4,0,0.8778,26003,4.36,0.0661
2025-08-06,2,8,0,0,4,0,0.9373,29946,4.67,0.0687
2025-08-07,3,8,0,0,4,0,0.9055,29279,4.66,0.0706
2025-08-08,4,8,0,0,3,0,0.9339,28940,4.49,0.074
2025-08-09,5,8,1,0,4,1,0.98,41806,4.6,0.0691
2025-08-10,6,8,1,0,5,0,0.98,36350,4.4,0.0461
2025-08-11,0,8,0,0,4,0,0.9202,30126,4.38,0.066
2025-08-12,1,8,0,0,3,0,0.8653,26758,4.43,0.0735
2025-08-13,2,8,0,0,2,0,0.9069,28533,4.39,0.0836
2025-08-14,3,8,0,0,4,0,0.9279,26928,4.41,0.0591
2025-08-15,4,8,0,0,1,0,0.8806,28785,4.27,0.0773
2025-08-16,5,8,1,0,2,0,0.9434,37343,4.25,0.0887
2025-08-17,6,8,1,0,3,0,0.9683,39672,4.46,0.0283
2025-08-18,0,8,0,0,4,0,0.9406,29787,4.5,0.0798
2025-08-19,1,8,0,0,4,0,0.8803,26470,4.24,0.0607
2025-08-20,2,8,0,0,5,0,0.9286,27897,4.45,0.0404
2025-08-21,3,8,0,0,3,0,0.8921,29601,4.31,0.0474
2025-08-22,4,8,0,0,4,0,0.8864,27580,4.51,0.0756
2025-08-23,5,8,1,0,3,0,0.98,36793,4.42,0.0515
2025-08-24,6,8,1,0,4,0,0.98,37666,4.66,0.0381
2025-08-25,0,8,0,0,2,1,0.9237,30357,4.29,0.0855
2025-08-26,1,8,0,0,3,1,0.9661,34988,4.32,0.0734
2025-08-27,2,8,0,0,5,0,0.8926,28195,4.32,0.0583
2025-08-28,3,8,0,0,4,1,0.9526,34302,4.3,0.0791
2025-08-29,4,8,0,0,5,0,0.9247,28247,4.38,0.0762
2025-08-30,5,8,1,0,4,0,0.9791,34627,4.42,0.0431
2025-08-31,6,8,1,0,2,0,0.98,37494,4.37,0.0906
2025-09-01,0,9,0,0,3,1,0.8727,29188,4.37,0.0558
2025-09-02,1,9,0,0,1,0,0.8031,24442,4.32,0.1056
2025-09-03,2,9,0,0,3,1,0.8504,29839,4.35,0.0579
2025-09-04,3,9,0,0,3,1,0.8388,32333,4.48,0.0453
2025-09-05,4,9,0,0,4,0,0.8684,25894,4.57,0.0863
2025-09-06,5,9,1,0,3,0,0.8594,32730,4.45,0.0755
2025-09-07,6,9,1,0,3,0,0.8347,32026,4.48,0.0704
2025-09-08,0,9,0,0,4,0,0.8631,27339,4.41,0.058
2025-09-09,1,9,0,0,5,0,0.8402,27931,4.42,0.0661
2025-09-10,2,9,0,0,4,0,0.875,27792,4.47,0.0656
2025-09-11,3,9,0,0,4,0,0.8346,26485,4.36,0.0608
2025-09-12,4,9,0,0,4,0,0.8157,27570,4.49,0.0482
2025-09-13,5,9,1,0,2,0,0.8075,32991,4.42,0.0957
2025-09-14,6,9,1,0,4,0,0.8953,32477,4.41,0.0768
2025-09-15,0,9,0,1,3,0,0.9136,39244,4.49,0.0744
2025-09-16,1,9,0,1,4,1,0.98,44181,4.55,0.0702
2025-09-17,2,9,0,1,3,0,0.9134,38412,4.56,0.0542
2025-09-18,3,9,0,0,3,0,0.85,26533,4.43,0.0644
2025-09-19,4,9,0,0,3,0,0.8454,26598,4.43,0.1037
2025-09-20,5,9,1,0,1,1,0.8854,37708,4.21,0.0989
2025-09-21,6,9,1,0,4,0,0.9334,35559,4.43,0.0376
2025-09-22,0,9,0,0,4,0,0.8277,27196,4.32,0.073
2025-09-23,1,9,0,0,5,0,0.8376,24615,4.45,0.0822
2025-09-24,2,9,0,0,5,0,0.8145,25385,4.36,0.0786
2025-09-25,3,9,0,0,5,1,0.898,33218,4.59,0.0745
2025-09-26,4,9,0,0,2,0,0.8046,24569,4.29,0.0822
2025-09-27,5,9,1,0,3,0,0.859,33240,4.29,0.0659
2025-09-28,6,9,1,0,4,0,0.9399,36658,4.62,0.0515
2025-09-29,0,9,0,0,3,0,0.8556,28340,4.38,0.062
2025-09-30,1,9,0,0,2,1,0.8395,30684,4.48,0.0603
2025-10-01,2,10,0,1,4,0,0.98,41867,4.51,0.0677
2025-10-02,3,10,0,1,3,0,0.98,43979,4.54,0.0641
2025-10-03,4,10,0,1,3,0,0.98,42399,4.57,0.0873
2025-10-04,5,10,1,1,5,0,0.98,49576,4.43,0.0225
2025-10-05,6,10,1,1,2,0,0.98,49087,4.35,0.0541
2025-10-06,0,10,0,1,4,0,0.98,42170,4.53,0.0751
2025-10-07,1,10,0,1,4,0,0.98,43800,4.51,0.0653
2025-10-08,2,10,0,0,4,0,0.9691,29017,4.45,0.0647
2025-10-09,3,10,0,0,5,1,0.98,34490,4.15,0.0812
2025-10-10,4,10,0,0,3,0,0.8868,29404,4.63,0.0786
2025-10-11,5,10,1,0,4,0,0.9697,38918,4.38,0.0491
2025-10-12,6,10,1,0,3,1,0.98,41198,4.49,0.047
2025-10-13,0,10,0,0,5,0,0.9322,27364,4.42,0.0412
2025-10-14,1,10,0,0,4,0,0.8666,28479,4.75,0.066
2025-10-15,2,10,0,0,4,0,0.867,27072,4.48,0.0855
2025-10-16,3,10,0,0,2,0,0.8463,26042,4.23,0.0869
2025-10-17,4,10,0,0,5,0,0.8978,26338,4.61,0.0566
2025-10-18,5,10,1,0,3,0,0.9614,34337,4.53,0.0458
2025-10-19,6,10,1,0,4,0,0.9742,36294,4.48,0.0702
2025-10-20,0,10,0,0,1,0,0.8726,26567,4.31,0.0538
2025-10-21,1,10,0,0,4,0,0.8816,29593,4.47,0.0492
2025-10-22,2,10,0,0,3,0,0.9087,28801,4.52,0.0573
2025-10-23,3,10,0,0,5,1,0.98,34910,4.56,0.0322
2025-10-24,4,10,0,0,2,0,0.8762,29219,4.26,0.0759
2025-10-25,5,10,1,0,4,0,0.9602,35081,4.22,0.0581
2025-10-26,6,10,1,0,3,1,0.98,42408,4.62,0.0579
2025-10-27,0,10,0,0,3,0,0.9165,30209,4.4,0.0648
2025-10-28,1,10,0,0,2,0,0.878,25787,4.15,0.0904
2025-10-29,2,10,0,0,5,0,0.9071,28530,4.47,0.0491
2025-10-30,3,10,0,0,2,1,0.9349,31997,4.54,0.0623
2025-10-31,4,10,0,0,2,0,0.8945,27538,4.3,0.097
2025-11-01,5,11,1,0,4,0,0.8049,31547,4.31,0.0467
2025-11-02,6,11,1,0,2,1,0.8234,35117,4.41,0.0859
2025-11-03,0,11,0,0,3,0,0.7557,23423,4.5,0.0572
2025-11-04,1,11,0,0,3,0,0.7097,21826,4.4,0.0821
2025-11-05,2,11,0,0,3,0,0.7029,23770,4.38,0.0808
2025-11-06,3,11,0,0,4,0,0.6618,20724,4.19,0.0359
2025-11-07,4,11,0,0,4,1,0.7521,26962,4.79,0.066
2025-11-08,5,11,1,0,2,0,0.7602,28913,4.27,0.1169
2025-11-09,6,11,1,0,4,0,0.7264,27491,4.73,0.0675
2025-11-10,0,11,0,0,3,1,0.7815,29758,4.45,0.0561
2025-11-11,1,11,0,0,2,0,0.6263,20076,4.17,0.0976
2025-11-12,2,11,0,0,3,0,0.6798,21437,4.25,0.0908
2025-11-13,3,11,0,0,2,1,0.717,24084,4.29,0.0918
2025-11-14,4,11,0,0,4,0,0.7016,21786,4.26,0.0842
2025-11-15,5,11,1,0,2,0,0.6976,28336,4.15,0.0832
2025-11-16,6,11,1,0,4,1,0.8436,34699,4.27,0.0344
2025-11-17,0,11,0,0,3,0,0.7847,23509,4.31,0.0601
2025-11-18,1,11,0,0,2,0,0.703,21075,4.13,0.0649
2025-11-19,2,11,0,0,3,0,0.6829,20769,4.54,0.0911
2025-11-20,3,11,0,0,3,0,0.6733,20501,4.31,0.0626
2025-11-21,4,11,0,0,3,0,0.6701,21081,4.43,0.0595
2025-11-22,5,11,1,0,3,0,0.7151,27876,4.3,0.0762
2025-11-23,6,11,1,0,4,0,0.7941,28662,4.25,0.0933
2025-11-24,0,11,0,0,3,0,0.6475,19917,4.35,0.0848
2025-11-25,1,11,0,0,3,0,0.6934,22505,4.2,0.0885
2025-11-26,2,11,0,0,4,0,0.7049,22954,4.39,0.034
2025-11-27,3,11,0,0,4,0,0.7019,22829,4.29,0.0661
2025-11-28,4,11,0,0,3,0,0.7321,22017,4.47,0.0694
2025-11-29,5,11,1,0,4,0,0.7739,28657,4.52,0.0409
2025-11-30,6,11,1,0,5,0,0.8172,30002,4.59,0.0697
2025-12-01,0,12,0,0,2,0,0.6587,20618,4.07,0.0807
2025-12-02,1,12,0,0,4,1,0.7383,27008,4.29,0.0585
2025-12-03,2,12,0,0,4,0,0.6633,18779,4.58,0.0801
2025-12-04,3,12,0,0,3,0,0.6656,22620,4.22,0.0849
2025-12-05,4,12,0,0,2,0,0.6199,18145,4.33,0.1077
2025-12-06,5,12,1,0,4,0,0.6713,24237,4.4,0.0735
2025-12-07,6,12,1,0,2,0,0.6728,26671,4.35,0.106
2025-12-08,0,12,0,0,5,0,0.6548,22107,4.28,0.1054
2025-12-09,1,12,0,0,3,0,0.6674,20928,4.49,0.0917
2025-12-10,2,12,0,0,2,0,0.6445,20109,4.36,0.0619
2025-12-11,3,12,0,0,2,0,0.658,21041,4.31,0.101
2025-12-12,4,12,0,0,4,0,0.6985,22135,4.59,0.0635
2025-12-13,5,12,1,0,4,0,0.7356,27803,4.47,0.0752
2025-12-14,6,12,1,0,2,1,0.7354,32427,4.41,0.0932
2025-12-15,0,12,0,0,3,0,0.657,19539,4.25,0.0643
2025-12-16,1,12,0,0,3,0,0.6282,20256,4.33,0.0511
2025-12-17,2,12,0,0,3,0,0.6278,19936,4.39,0.0913
2025-12-18,3,12,0,0,2,0,0.6686,21023,4.27,0.1077
2025-12-19,4,12,0,0,5,0,0.7276,22451,4.37,0.0726
2025-12-20,5,12,1,0,3,0,0.665,24936,4.19,0.067
2025-12-21,6,12,1,0,2,0,0.6541,25186,4.38,0.0684
2025-12-22,0,12,0,0,2,0,0.6386,20576,4.39,0.1127
2025-12-23,1,12,0,0,3,0,0.6335,19436,4.37,0.0977
2025-12-24,2,12,0,0,3,0,0.6645,21576,4.34,0.0862
2025-12-25,3,12,0,0,4,0,0.6515,21161,4.7,0.0829
2025-12-26,4,12,0,0,4,1,0.709,26260,4.35,0.1075
2025-12-27,5,12,1,0,2,0,0.6755,27075,4.39,0.0855
2025-12-28,6,12,1,0,2,1,0.7657,31083,4.34,0.0962
2025-12-29,0,12,0,0,3,0,0.6179,18587,4.21,0.0953
2025-12-30,1,12,0,0,1,0,0.6364,20110,4.42,0.0966
